worker_id,condition,start_means,strategy_with_means,strategy_without_means,Open Codes,Answered question,Changed strategy with vs witout means,Mentioned distance,Mentioned mean,Mentioned variance,Mentioned threshold,Mentioned area of marking,Mentioned frequency of events/markings,Mentioned confusion
4845d94d,QDPs,TRUE,How much of a change there could be with and without the player. If it didn't look like a significant chance for improvement I didn't obtain the new player.,I looked at the difference between the two and if I felt it was significant enough I would pay for the new player.,Uninformative,No,,,,,,,,
48f47ccf,QDPs,TRUE,I used the information about the amount of 5% bubbles and the average to get a close amount.,I counted the dots that were over the probability of winning.,Counting dots across threshold; Mean difference,Yes,Yes,No,Yes,No,Yes,No,Yes,No
498c3566,QDPs,TRUE,i look at how far over to the right the new graphic is,i looked to see how far over to the right the new graphic was,Gist distance,Yes,No,Yes,No,No,No,No,No,No
4ba599f8,QDPs,TRUE,Yes I compared the number of dots that goes past 100 and the vertical bars between the team with the new player and without the new player. If the performance is slight better like 5% or 10% with the new player than I would choose to keep the old team. If the performance with the new player is more than 10% better than I would choose the team with the new player.,I compared the dots between the red team with the new player and blue team with the without  the new player. If there are more red dots above 100 points than the blue dots such as 10%+ more than I'll choose to sign the new player.,Counting dots across threshold; Mean difference; Probability of superiority threshold,Yes,Yes,No,Yes,No,Yes,No,Yes,No
4e181c81,QDPs,TRUE,I looked for the closeness in average scores if a player is selected or not selected.,I observed the number of dots and how they moved from the average score of a player being selected or not selected.,Mean difference; Counting dots,Yes,Yes,No,Yes,No,No,No,Yes,No
54b1be75,QDPs,TRUE,I guessed about how much further the red line went past the middle,I guesstimated how much further the red line was,Mean difference,Yes,No,Yes,Yes,No,No,No,No,No
5b9fd6e0,QDPs,TRUE,I looked to see which choice I would benefit from the most.,I looked to see how much I would gain vs how much I would lose.,Uninformative,No,,,,,,,,
5d45e1c5,QDPs,TRUE,Using what had worked in the past and using that new info to determine how far oer the graph would have to be to benefit.,Whatever looked right. The further right the better chance to gamble.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
605e13db,QDPs,TRUE,I just compared the red chart to the middle line  if it was close to the dotted line I didn't buy the player.  If it was a decent distance from it  I bought the player.,I just compared the chart to the dotted line.  If the red was shifted enough to the right  I bought the player.,Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,No
60bc0077,QDPs,TRUE,I based my choices upon my judgement of probability to win as in the number of instances of victory in either cases,I counted the number of victories in either case,Uninformative,No,,,,,,,,
641ac6ea,QDPs,TRUE,I used the lowest score in the red with the new player to see if it worth paying for him or not,I tried to see what the lowest in the red was compared to the highest in the blue. And if the new player was not worth the risk then i would not buy him.,Range comparison,Yes,No,No,No,Yes,No,No,No,No
67eaa564,QDPs,TRUE,If there wasn't at least 60+ chance out of 100 I did not pay for a new player.,Unless it looked like at least a 60% chance of the new player winning I did not pick it.,Probability of superiority threshold,No,,,,,,,,
6ae2c3a0,QDPs,TRUE,I simply guessed based on how much overlap there was between the two choices.,Again I simply estimated based on the overlap between the two bell curves. If more than about 2/3 of the red graph was over the 100 point line I placed my bet on adding the new player.,Distribution overlap; Area across threshold,Yes,No,No,No,No,Yes,Yes,No,No
6e50bd03,QDPs,TRUE,I looked at the distribution charts and compared the performance of my player versus the new player. Based on the distribution variance I picked up the player if there was a significant difference.,I compared my current player distribution to the new player distribution. If the variance was significant then I decided to pickup the new player.,Variance,Yes,No,No,No,Yes,No,No,No,No
727e1032,QDPs,TRUE,If the above diagram is further from the line then the chances of me buying the player increases.,To visual the numbers.,Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,No
7357637b,QDPs,TRUE,Im just following my gut and looking at the charts. If the numbers are very close I dont buy a player but if the improvment in signifant with him then I make the buy.,I tried to only buy the player when there was a big difference in scores.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
74ff0efd,QDPs,TRUE,When the points are to the right by the majority or completely I decide to buy the player.,Based on the direction of the red points (the most red points to the right the higher chance to win the award).,Counting dots at distance; Counting dots across threshold,Yes,Yes,Yes,No,No,Yes,No,Yes,No
761850dc,QDPs,TRUE,I saw how far the prediction was over and determined if it was worth it or not to invest in a player.,I used the charts to see how far over the red dots were and if they were 80-ish% having a chance to get enough points I invested.,Distance across threshold; Counting dots across threshold,Yes,Yes,Yes,No,No,Yes,No,Yes,No
775961f0,QDPs,TRUE,i watch the significance of the movement along the grid,I just paid attention to the movements along the chart,Uninformative,No,,,,,,,,
79ba00be,QDPs,TRUE,I looked at the lines in the graph to try and calculate the percentage. You could faintly see the line that would represent 125 and then I visually divided it etc. Any game that the red team was over I would choose to purchase a player.,I did the same as before and remembered that each dot represented 5% so I calculated the percentage by eye. If the red was higher then I would choose to purchase a new player.,Mean difference; Point threshold,Yes,No,Yes,Yes,No,Yes,No,No,No
7f9360f7,QDPs,TRUE,I was thinking of each dot as 5 and basing my decision on how many dots were to the left of the 100 line,If I thought there was less than a 75% chance of winning with the player I didn't want to waste my money on that player.,Counting dots across threshold; Probability of superiority threshold,Yes,No,No,No,No,Yes,No,Yes,No
7fb147ee,QDPs,TRUE,Using the graphs I estimate the odds that a new player will positively affect the effectiveness of my team or not. Using each circle as a 5% advantage,Using the graphs I estimate the odds that a new player will positively affect the effectiveness of my team or not. Using each circle as a 5% advantage,Uninformative,No,,,,,,,,
820e1527,QDPs,TRUE,I just checked to see how much farther over the red team was than the blue and if it was quite a bit farther over I would pay for the new player.,Same strategy as before if the new player added more than what seemed to be 5% additional chance I would pay them.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
86a4dde3,QDPs,TRUE,I looked for the difference between without the player and with the new player. If it's above 60% or so in my reckoning then I go for it if not I don't. If I'm understanding this correctly then the further away from the vertical dotted line the better the chance that the new player will help win. But in the end it comes down to a gamble. Players might surprise me.,I tried to use the information to see if it was worth a gamble but I'm not sure I did it correctly because I didn't do very well with the bonus. Anyway I tried to determine if it looked like the chance to do better with the new player was worth the cost or if we could do as well without him. I have to admit I went against my instinct several times and was wrong. The times I did go with my instinct I was right. Most of the time I tried to use the data in the graph but like I said I am not sure I was doing it correctly.,Probability of superiority threshold; Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,Yes
8988b673,QDPs,TRUE,I used them to determine how much better the new player would increase our score overall. Most players that were better were worth paying for because they increased our overall total.,I used them to decide whether it was smarter to buy the new player or not. If they made a clear difference I purchased them.,Uninformative,No,,,,,,,,
91f7ece9,QDPs,TRUE,I compared the space between them and when the new player seemed closer to 150 than 100 I paid for him.,Counted each dot as 5 then compared the distance from 150 and 100. Bought the player that seemed like a decent gamble. Tried to ignore chart size variations.,Gist distance; Point threshold; Counting dots at distance,Yes,Yes,Yes,No,Ignored,Yes,No,Yes,No
93b9b413,QDPs,TRUE,if it was closer to 50 50 i usually hit keep the players. I usually just used how far the red graph was from the blue one.,Mostly looked at where it was in the middle and if it moved more than slightly it was better to pick the pay for a new player option.,Gist distance; Mean difference,Yes,No,Yes,Yes,No,No,No,No,No
9566ffd0,QDPs,TRUE,Was trying to figure out how much wiggle room I had with percentages and paid more attention to my players I had rather than add one.,I did notice difference in getting a good profit was knowing how to use charts that changed from small dots to big dots.,Variance,Yes,No,No,No,Yes,No,No,No,No
9e2f73b3,QDPs,TRUE,I see whether or not the odds of the new player making more goals is worth the risk of paying for him.,I tried to see if the average dots were above the line and use that to see if I wante dto hire a new player.,Mean difference; Point threshold,Yes,No,Yes,Yes,No,Yes,No,No,No
9f35c3ca,QDPs,TRUE,I looked at how much more likely it would be for the team to win with the new player and moved on from there to decide if the player was worth the investment.,I looked at the likelihood of winning more with the new player and decided if the percentage was worth the investment.,Uninformative,No,,,,,,,,
a12d4173,QDPs,TRUE,When the new players and old team players points are close together then I keep my old team and when I see that the red and blue dot groups are seperated I then choose the new team player.,I used the red and blue dot groups.  They helped me to choose when I wanted to keep the same team members or to choose a new team member.  When the color dots were separated from each other then I would choose the new team member.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
a303cc41,QDPs,TRUE,I was assessing the difference between the average predicted scores as well as how many red and blue dots were in the overlap zone. From there it was a bit of a gut check on the probability out of 100 and whether it was worth investing in the new player. I roughly took 70+ as the threshold for investment.,Similarly I took the difference of the averages and the amount of dots overlapping (as well as how spread-out the dots are which is roughly an indictor of standard deviation).,Mean difference; Counting dots overlap; Probability of superiority threshold; Variance,Yes,No,No,Yes,Yes,No,No,Yes,No
a48d6018,QDPs,TRUE,More red dots above the line is more chances when paying for a new player. This means that there is a lot better chance when there are more red dots to the right of the blue dots.,More red dots to the right were still better than not.,Counting dots across threshold; Gist distance,Yes,No,Yes,No,No,Yes,No,Yes,No
af98b69c,QDPs,TRUE,It there was a significant difference I said 100 and paid for the palyer,I tried to best guess the best outcome,Uninformative,No,,,,,,,,
afb6ab1f,QDPs,TRUE,I tried to compare the height vs the width vs the centerlines of the charts. I did not hit 150 mil so I obviously did something wrong??,I counted the amount of dots over or under the average and went from there. The more accurate average line really helped!,Variance and mean difference; Area; Counting dots across threshold,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
b16b5923,QDPs,TRUE,i used the ones i thought that would make me the most,i usually chose the one i thought would be better,Uninformative,No,,,,,,,,
b5df3e0b,QDPs,TRUE,i carefully considered the charts by looking at how much the one above related to the one below,i carefully observed both charts and after comparing them thoroughly i was able to come to an informed decision,Uninformative,No,,,,,,,,
b913be87,QDPs,TRUE,The center of the red bar was the most important for my decision and if the red bar was the same as the blue i never took the new player.,I just bought the player if the red dots had a better chance. The charts weren't as easy to read without the lines I tried to use the percentage given but it seem to more or less demand that I buy the player every time.,Focued on red; Mean difference,Yes,No,No,Yes,No,No,No,No,No
bbea0326,QDPs,TRUE,I just have been trying to take everything into a proper perspective with relation to the horizontal axis.,I focused on the most populated sections and compared those against each other relative to the horizontal axis.,Uninformative,No,,,,,,,,
c5706466,QDPs,TRUE,If they were far enough past 50 i figured it was worth spending money. i'm not even sure,I really couldn't figure it out,Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,Yes
c80026f3,QDPs,TRUE,"I consider the ""with new player"" being to the far right to be 100 and when they are perfectly aligned I consider it 50/50. I then make my estimations based on where the ""with new player"" is.",Same as before I estimated where the red graph was in relation to the blue one,Gist distance,Yes,No,Yes,No,No,No,No,No,No
ca4dedbf,QDPs,TRUE,Estimate chance of winning and decide if its worth spending more for that difference in percentages,Based percentages on if I would win compared to the 50 chance that otehr would give and decide the odds,Uninformative,No,,,,,,,,
cab6f856,QDPs,TRUE,When I thought there was close to or better than a 60% improvement with the new player then I went that route. I figured 60% is about 1/3rd from the base line of 50% to the line marked 150.,It was a little bit harder without the predicted number and without the line in the middle but I used the same strategy as before otherwise and counted the balls and estimated the percentage.,Probability of superiority threshold; Distance across threshold; Mean difference; Counting dots,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
cb22dbc7,QDPs,TRUE,i count how many dots are to the right of the blue line and multiply that by 5.  If the number is above 60% i buy the player,i counted the red dots to the right of the blue line and multiplied by 5.  if the number was higher than 60 i paid for the player.  i felt like the odds of scoring enough points when my chances were 60% justified buying the player.,Counting dots across threshold; Probability of superiority threshold,Yes,No,No,Yes,No,Yes,No,Yes,No
cebc1db5,QDPs,TRUE,I look at the new player distribution and the center line of the distribution without the new player. If sufficient dots are beyond that line with a new player I hire them.,I used the same method from the first set of trials.,Counting dots across threshold,Yes,No,No,Yes,No,Yes,No,Yes,No
d18eaca6,QDPs,TRUE,The chart used to very well.,This task was very interesting.,Uninformative,No,,,,,,,,
d3b8db92,QDPs,TRUE,If the new player made it so every outcome with them was past the line I would definitely pay for them.  Then for other ones I would only pay if most of the outcomes were beyond the line.,If all of the circles were past the line needed to win I paid for the new player.  Otherwise I would only pay for them if most of the circles were beyond the line.  If the difference was only a circle or 2 I wouldn't pay.,Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
d77cfa94,QDPs,TRUE,"Reduce chart junk. Edward Tufte taught us this fundamental lesson
Reduce color. Instead of using a rainbow of colors pick an emphasis color and use color with clear purpose and consistent meaning
Reduce jargon
Reduce pie charts
Reduce unnecessary precision
Reduce metrics","Balance the design
Emphasize the key areas
Illustrating movement
Smart use of patterns
Proportion",Uninformative,No,,,,,,,,
d913c1e4,QDPs,TRUE,I looked at how much the chart with the new player had moved to the right compared to the chart with the old players. If I felt like the shift to the right was significant enough then I chose to pay for the new player.,I didn't really change my tactics after the change halfway through. I still tried to gauge how much a new player would affect the score based on how much to the right the graph with the new player had shifted. If I felt like the change was around 60% or greater then I usually paid for the new player.,Gist distance; Probability of superiority threshold,Yes,No,Yes,No,No,No,No,No,No
e14bc968,QDPs,TRUE,Dependent on the amount of change a player purchases will make determines my choice to buy that player.,"I used the amount of ""Bubbles"" to determine if buying a new player was worth the investment. If the amount of ""bubbles"" for purchasing the new player was far to the right of the blue bubbles then  would purchase. When closer together it was not worth the investment even if chances increased.",Counting dots at distance,Yes,No,Yes,No,No,No,No,Yes,No
e49026d7,QDPs,TRUE,I counted the dots to the left of the dotted line to get an estimate of the times the team would do just as good without the new player. If the number was low then I took the reverse number out of 100 and if it was high I paid for the player.,I used the same strategy I did in the first half. I looked at the dots to the right of the team average for the new player if it were considerably more than those to the left I could the dots to the left to get a percentage. I subtracted that number from 100 to get an rough estimate of how well the new player would do. If the number were high 70 or above I took the risk and paid for the new player.,Counting dots across threshold,Yes,No,No,Yes,No,Yes,No,Yes,No
ea49ba27,QDPs,TRUE,I looked at the chart and gave an estimate about how far the new player scores are in comparison. If it was not 50 then I always add a new player.,I looked at how far ahead the red players were in relation to the blue players. I also looked at where the vertical line was in the graph. I then made a guestimate if the red players were further along the horizontal axis.,Gist distance; Point threshold,Yes,No,Yes,No,No,Yes,No,No,No
f3959d1d,QDPs,TRUE,I looked at changes along the x- and y-axes to understand player performance.,I looked at changes along the x-axis to determine player performance.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
f5d48035,QDPs,TRUE,I tried to look for the indicators on the chart that were telling me that I was going to score more points with this new player.,I tried to determine how beneficial it would be to get the new player by seeing how many points I would get with them compared to without them.,Uninformative,No,,,,,,,,
fa0f4b94,QDPs,TRUE,If it looked much better I went for it. If it was only a bit better I didn't.,If i thought it was over 60 or so I paid for them.,Probability of superiority threshold,No,,,,,,,,
04a4f2de,QDPs,FALSE,Same as before. The new graphic didn't really change my strategy much. Just guessed what percentage the red team was at and weighed the risk.,I just estimated the percentage of red players and decided if it was worth the risk in gambling for that better percentage over 50%.,Uninformative,No,,,,,,,,
05ecc61a,QDPs,FALSE,I compared how likely I was to win vs how much I would win if I was to use the new player. I felt that it was not worth it most of the time to get the new player.,I used the charts based on how I felt the chance of me winning vs keeping what I currently have and doing bad or good.,Uninformative,No,,,,,,,,
0c9f97c5,QDPs,FALSE,I looked for a player that was predicted to change the score but atleast a prediction of 60 out of 100,I looked for a player that vastly changed the amount of points to be scored when choosing.,Probability of superiority threshold,No,,,,,,,,
0e7c7eb0,QDPs,FALSE,I'm not using any strategy because this chart doesn't make any sense. at 2 points they were lined up the same so I put in 50 and chose to not buy a new player and it failed. then it came up the exact same and didn't fail. there's no consistency.,if it looked like more than 40 i bought a player but it honestly didn't seem to matter. the chart didn't appear to reflect the feedback when submitted.,Gist distance; Probability of superiority threshold,Yes,No,Yes,No,No,No,No,No,Yes
111fe6a7,QDPs,FALSE,Same as I said before the charts don't make sense there's not enough info and I guessed,The charts didn't make much sense there wasn't enough info and for the most part they didn't change very much so I pretty much guessed,Uninformative,No,,,,,,,,
16ca3ec6,QDPs,FALSE,same as the last time. I used the circle that represent the 5% value and check if it crosses the line and how many circle crosses the line.,Each circle represent 5% so whatever crosses the line represent % gained and I base that on getting a new player.,Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
176d1199,QDPs,FALSE,I tried to be comparative between the stats of the original team and the stats of the team after the change. The average was more so instead of having to divide you can just take the values from those between those points and then add the values from outside that point.,I was really just trying to compare the percentage of winning on the bottom to the new percentage change on the top. I would compare the number of percentages that fell in the same area to make my determination.,Distribution overlap; Counting dots in range; Mean difference,Yes,Yes,No,Yes,No,No,Yes,Yes,No
1aca2879,QDPs,FALSE,Basically if the new player varried alot across the line needing to win. If the players averages were too close together I would not buy a new player.,Basically the spread between the new player or keeping the old player. Anything over the dotted line by ALOT was a sure buy.,Distance across threshold; Variance and mean difference,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
1d1736a2,QDPs,FALSE,I mainly focused on the new player score section and made my decisions based on the positioning the dots. This would help me figure out if the team would require a new player or not.,The more further right the new player section of the graph is the better it is to invest in a new player. This is the main strategy also I attempt to calculate the chances of team improvement through the percentage.,Gist distance; Focused on red,Yes,No,Yes,No,No,No,No,No,No
24db1dc1,QDPs,FALSE,i look to the right and left. the value on 100 and above,i looked for the amount to the 100 and the one greater than it,Point threshold,Yes,No,No,No,No,Yes,No,No,No
25176660,QDPs,FALSE,Obviously i used the charts.  I am not answering the second part of this question.,I am just looking at the fuckin dots.  more dots past the line = more likely I will buy the player.,Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
284d637b,QDPs,FALSE,I looked at the percentage of what color dots were more located on one side or the other,I used them to determine what chances to take.,Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
2c9395a8,QDPs,FALSE,I compared the blue shapes to the red shapes. The more red dots that were on the right side of the red line compared to how many that were on the right side of the blue line on the blue shape the more likely I was to pay for a new player.,I compared the red dots to the blue dots. The more red dots that were on the right side of the line compared to the blue dots the more likely I was to pay for the new player.,Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
324d9cd0,QDPs,FALSE,I ignored it and use the strategy I used in the first part.,Based on the location of the balls I estimated the chances based on probability of winning.,Gist distance,Yes,No,Yes,Ignored,No,No,No,No,No
36eabab7,QDPs,FALSE,I tried to estimate whether the new player would bring enough value to justify spending 1M.,I tried to estimate whether the player brought enough value for me to justify paying 1M. Usually I wanted the success chance to be increased by at least 10% to justify paying.,Uninformative,No,,,,,,,,
38669088,QDPs,FALSE,The dots made me figure out which option was better.,the chart shows the probability of the outcome.,Uninformative,No,,,,,,,,
3b7d24a6,QDPs,FALSE,I looked at the large colored bar to estimate the average points earned,I tried to look at how many were after 100,Counting dots across threshold; Mean difference,Yes,Yes,No,Yes,No,Yes,No,Yes,No
3c07f222,QDPs,FALSE,I used them the same way I did on the first half of the experiment. I tried to weigh the incremental % improvement relative to the median benefit.,I tried to determine average performance by the dot placement to the left and the right of the median performance for the current team.,Gist distance; Mean difference,Yes,No,Yes,Yes,No,No,No,No,No
46ce0032,QDPs,FALSE,I extrapolated the net gain in probable wins with the extra player and in cases where the net gain was small I used the probable winning amount as another weighted consideration for me to use. But both measures told me the same thing.,"I saw the number of ""blobs"" I would gain with the new player. I put the vertical line in my imagination over the new set of blobs and counted he difference.",Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
499f276d,QDPs,FALSE,I compared how far to the right of the 100 line each group of dots were. If the pink dots seemed like they were more than about 35% further to the right than the blue lines then I paid for a the new player.,I compared how far to the right of the 100 line each group of dots were.,Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,No
4c6a97c3,QDPs,FALSE,I attempted to learn the likelihood of winning based on how many extra points we might win with a new player but it seemed the new player was more likely to help us win regardless of how many extra points they could help us score.,I looked to see if I would do better with a new player and I generally would have so I mostly chose to get the new player.,Uninformative,No,,,,,,,,
4e01c7ff,QDPs,FALSE,Since I was previously looking at the center of the distributions the line didn't affect anything.,I looked at how much the middle of the distribution moved and how much of the new distribution would behind the required points line.,Mean difference; Gist distance; Area above threshold,Yes,No,Yes,Yes,No,Yes,Yes,No,No
55078e81,QDPs,FALSE,I tried to choose red if it had a much higher chance of success.,If the red was mostly to the right of the line I would pay for the new player.,Focus on red; Area above threshold; Gist distance,Yes,No,Yes,No,No,Yes,Yes,No,No
5ae9244f,QDPs,FALSE,if they would significantly increase the chance of winning i would select the new player,if the new players were more than 60% likely to increase the winnings i would select them,Probability of superiority threshold,No,,,,,,,,
5e59a2f8,QDPs,FALSE,I looked at the potential for winning and if it was quite a big difference I bought the player. If the amount was small I didn't.,I looked at the potential number of times I would win with the new player and if it was small I didn't buy the player,Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
5f5ce2c3,QDPs,FALSE,I looked at the prediction for adding a new player to my team.,I made my decisions based off the chart.,Uninformative,No,,,,,,,,
64002df5,QDPs,FALSE,I'm looking at the bold line and seeing how close it is to the threshold for winning and if it's past that threshold by a lot then I sign the new player otherwise I keep the team as is.,My strategy is to keep the new player if the odds of winning are much higher with him than otherwise.,Mean difference; Distance across threshold,Yes,Yes,Yes,Yes,No,Yes,No,No,No
658d9f5f,QDPs,FALSE,If the two teams were closely aligned I would not pay for the new player. Only if it was greater than 55% would I add the player.,If adding the player was visually very close to not adding the player I did not add the player. If it was 55% or less I did not pay for the player,Gist distance; Probability of superiority threshold,Yes,No,Yes,No,No,No,No,No,No
6961d964,QDPs,FALSE,Went with my gut,went with my gut,Uninformative,No,,,,,,,,
6a71bf6c,QDPs,FALSE,Honestly,Hosnestly,Uninformative,No,,,,,,,,
6fccbb0b,QDPs,FALSE,I just went with purchasing a new player when the percentages were high enough to matter.,I just wanted to purchase the new player when there was a very high chance they'd help me earn more money.,Uninformative,No,,,,,,,,
781d1e17,QDPs,FALSE,I looked for players much closer to the 150 than the 100. I learned to take more chances than I did the first half of the game.,I only felt really comfortable paying the money for a player who was much farther along on the chart who I felt would score a large number of points or otherwise really help the team.,Gist distance; Point threshold,Yes,No,Yes,No,No,Yes,No,No,No
7d038899,QDPs,FALSE,I used the charts in the same way as the first half of the trials. I didn't get much help from the vertical line added in the second half of trials.,I am using the charts to see whether I am more likely to score more points with or without the new player. The further to the right the red dots are the more points I am likely to score.,Gist distance,Yes,No,Yes,Ignored,No,No,No,No,No
8071009a,QDPs,FALSE,This time I used the lines in the middle of the dots. I measured the distance between the two in order to get a sense of how much a new player might possibly contribute.,I compared the top to the bottom estimate to get a rough idea of the odds the new player would be worth the investment. The larger the gap between the middle (most likely areas) the more willing I am to hire.,Gist distance; Mean difference,Yes,Yes,Yes,Yes,No,No,No,No,No
8088c8e1,QDPs,FALSE,I looked at how many of the circles overlapped.,I checked to see how much better it looked with the new player. If it looked quite a bit better with the new player then I paid for a new player.,Counting dots overlap,Yes,No,No,No,No,No,No,Yes,No
80b3ed42,QDPs,FALSE,I used the average bar and eyeballed the number of balls.,The difference between the number of balls on each side of the line.,Counting dots across threshold; Mean difference,Yes,Yes,No,Yes,No,Yes,No,Yes,No
8704460c,QDPs,FALSE,The wider the gap between the two categories the higher the chances of me buying a player to help win points and vice-versa.,I compare how far apart the two separate dots are from each other; the wider the gap the highers the probability of buying the new player.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
877c1139,QDPs,FALSE,I tried to do a quick comparrison between the graphs and go with my gut instinct,I just tried to see the difference in the points spread and use that to help me determine whether or not to buy the player,Variance and gist distance,Yes,No,Yes,No,Yes,No,No,No,No
889568cf,QDPs,FALSE,I mostly still payed attention to the dots and not the line. If there was a significant different in where the dots were places i decided to go for the new player.,I look at how much past the lin the red chart is compared to the blue.  If its not very much i decide to stick to the team without the new player.  If there is a noticeable difference i get the new player,Distance across threshold,Yes,No,Yes,Ignored,No,Yes,No,No,No
8906a895,QDPs,FALSE,Guesstimating based on the location of the line on the chart.,Guesstimating based on chart.,Gist distance; Mean difference,Yes,Yes,Yes,Yes,No,No,No,No,No
8a83f3af,QDPs,FALSE,I used the charts to estimate whether the addition was over 55% or not.,Basically if it it visually appears that that it more 55% I will take the risk of losing the money for the potential gain.,Probability of superiority threshold,No,,,,,,,,
8fc5c586,QDPs,FALSE,Again the the farther to the right the red dots were the more likely I was to purchase the new player. The red line showing averages gave an additional indication.,My understanding is that the farther to the right the group of red dots are the higher the percent chance of my team including the new player will score higher.,Gist distance; Mean difference,Yes,Yes,Yes,Yes,No,No,No,No,No
9060c1ac,QDPs,FALSE,I used the chart about the same as last time.  Compared the red to blue to estimate percentages of wins and compared red to the dashed line to decide if I wanted to buy the new player.,I compared top to bottom to estimate the percent of the time red would beat blue but I only looked at the top chart (after the first few) vs the win threshold line to decide if I wanted to buy a player and usually bought if ~80% of red was passed the line.,Focused on new player; Area across threshold,Yes,No,No,No,No,Yes,Yes,No,No
9375dfb7,QDPs,FALSE,In the second part of the experiment I focused on the distance between the red line and the blue line.  I didn't have a specific distance in mind ... I just decided if I felt it was a significant enough distance to justify paying for the new player.  The lines made it easier to perceive the distance and the potential to gain more points.,When I am looking at the charts I am looking for enough of a difference in points to justify paying for the new player.  For example if I see just a small difference with adding a new player it is not worth the cost.,Gist distance; Mean difference,Yes,Yes,Yes,Yes,No,No,No,No,No
a664eb2c,QDPs,FALSE,I didn't pay attention to the new prediction line. I used my old method of counting the dots and comparing percentages to make my decision.,I counted the dots by hand and compared the percentages of each option. The vertical line helped in the sense that any dot that straddled or was on the right was counted toward the percentage. Anything over 75 (unless without new player was close behind) counted as a plus for adding the player.,Counting dots across threshold,Yes,No,No,Ignored,No,Yes,No,Yes,No
a6c2ce35,QDPs,FALSE,I compared the two sets of dots and considered how much more likely one set would be to earn money compared to the other.,I compared the two sets of dots and considered where the dotted line was. If the set of dots representing the results with a new player added had significantly more dots to the right of the dotted line I chose to pay for a new player.,Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
a7d3ce77,QDPs,FALSE,I attempted to use the same strategy as before where I tried to concentrate on the difference in distance between the red and blue circles.,Yes I used the chart to try to make a judgment on whether or not to add the new player. I looked at the difference in distance between the red and blue circles on the chart.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
a87d506c,QDPs,FALSE,I for the most part ignored the predicted value bar and utilized the distributions the way I had in the first round. If a large percentage of the distribution of the new player was above 100 I chose it and if not I decided the payment wasn't worth the risk and took the 50-50 chance of my team already.,I tried to weight how much of the new players distribution was above 100. If there was a high percentage above 100 (70%) I always took the new player to mostly guarantee a win. If it was <70% I went with the 50-50 odds of not paying and keeping my current team.,Focused on red; Area across threshold,Yes,No,No,Ignored,No,Yes,Yes,No,No
aad1101b,QDPs,FALSE,I did the same thing used each dot as 5% estimated for partial dots added the player when the total was 75% or above all the time less than 65% I did not add...in between I went by gut.,I let each dot represent 5% probability if the probability of winning by adding the player was greater than 70% I added him.  It took me the first couple rounds to develop this strategy,Focused on red; Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
ad574ec1,QDPs,FALSE,Was willing to take the risk almost every time if the chances were better than 51 percent of beating the threshold.,Most of the time it seems like it is a better option to pay for player especially if I think the chance is better than 55 times of 100 of beating the threshold.,Probability of superiority threshold,No,,,,,,,,
b094eff7,QDPs,FALSE,If the red dots were much further to the right I hired a new player. If they were equal I didn't hire. If the red dots were only a little bit ahead I made a gamble.,If the red dots were further to the right I hired a new player. If the red dots were in a similar position to the blue dots I usually didn't hire a new player. Sometimes they were very close and I simply made a guess.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
b2f8ddcb,QDPs,FALSE,I looked at the average between the two teams and which one had a better probability of earning more points.,I looked for significant changes and shifts in the graphics.,Gist distance; Mean difference,Yes,Yes,Yes,Yes,No,No,No,No,No
b95ac9f9,QDPs,FALSE,The vertical line help me to quickly identify the importance of the new player.,I compare the impact of the new player,Mean difference,Yes,No,No,Yes,No,No,No,No,No
ba7c0de2,QDPs,FALSE,I counted the dots and made snap judgments about where they stood on the graph.  I counted some dots as fractions and considered the overlapping areas with regard to how much more effective a team member might be.  I also considered the financial cost vs what it added to the team as it stood.,I counted the dots above and below the line and judged half dots as fractions.  Players that gave large advantages are worth it players who didn't move the needle or moved it downwards weren't.,Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
